DOI,authors,cate_code,db,keywords,magazine,mentor,organs,special,subject,summary,title,type,uid,url,year
,李林林-06577709&刘东梅-25344711&王显鹏-28157505,O224,,置换流水车间调度-BwUXPaDlIavB3pqp8IjEd4%mmd2FiGaOxCGHYgLfJv%mmd2FVF%mmd2BSedL8QuJqVOiH8lzG0VwI4I4zSqwRAZw6AosNxbcuWO5g==;多目标-%mmd2B8IhMFzkao3N8vzHRQYGSDpPISqRK8mBVX1YFyXX2fBGTeqtzYbcte8TpWasdJZB;分解-O2d2pnU1Ni4yNRZHaHJE0I4Co9e9LUUjxJk9yeWvFmbkfHqW5PgnCA==;进化算法-HnmAGywjAXv5XNT%mmd2B8tFPWrY4dFgXyrCG%mmd2F%mmd2BZh%mmd2FgS11kvStMWpYRCnbv4lRU61UcEe;统计学习-gTekUXv2GjMPpkDE%mmd2BwV4%mmd2FDmvpEP6GfGkHudAtxCJ7gcSv43g9%mmd2B1v%mmd2Fr4HmDmPw6wz,计算机集成制造系统-pcode=CJFQ&pykm=JSJJ,,东北大学智能工业数据解析与优化教育部重点实验室,理工A(数学物理力学天地生),数学,"以工期和总流水时间的两目标置换流水车间调度问题为研究问题, 提出一种改进的MOEA/D算法. 为了改进非支配解集的质量, 提高算法效率, 在MOEA/D算法中嵌入分组和统计学习机制提出一种两阶段局部搜索策略改进外部存档. 利用基于距离的替换策略更新种群, 提高种群的多样性, 保证了分组机制的有效性. 基于Taillard标准测试问题的实验结果表明, 所提出的改进MOEA/D算法要明显优于传统MOEA/D、NSGA-II、MEDA/D-MK等算法.",基于改进MOEA/D算法的多目标置换流水车间调度问题,journal,1d568fb81e715961935149e176cab595,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=JSJJ2020011000M&DbName=CAPJLAST&DbCode=CJFQ,2020
,王晓辉-42037620&聂小华-36830208&常亮-35215491,TP311.52;TB115,,有限元软件-XqSWAAHjJqLWwBmc%mmd2BDXjKr6HYpCXryw2Bf1BBHy%mmd2BW96%mmd2Bjgs0Rhck63kCcBXEj9DC;Qt图形框架-iD5DZm3KEUuRk%mmd2B9wqRNw%mmd2BRCGVkO3NTuZOvbOpAfYuUmhZ8qk4UsjevhUKlMC7d5F;GUI-MaxQMnu2UzCmvzsAZ%mmd2FKugJ0Zuo%mmd2FqJnjgrB2IquKmURNm9LoQmas6Vw==;易扩展性-eKiiU7vx3MqyLvKGdLIHJdAR%mmd2BeF2qYbwL3b%mmd2BDT9fBDRhIeGLs5MTIG6QUAJojjjP;HAJIF-FVq8nPOX%mmd2FU8QIE9MkvIAkcW%mmd2BiF5HsWgUgArqJ6bIlqOAe3DmOXpsiQ==,计算机应用与软件-pcode=CJFQ&pykm=JYRJ,,,电子技术及信息科学; 理工A(数学物理力学天地生); 理工C(机电航空交通水利建筑能源),数学; 工业通用技术及设备; 计算机软件及计算机应用,"在工业软件领域,图形用户界面（GUI）模块的友好交互性对于专用仿真软件的工程应用和推广至关重要。针对有限元分析流程和专用功能定制开发的设计需求,在Windows操作系统下,以用户需求为中心,采用多窗口界面设计方式,基于Qt技术开发一种专用有限元软件的图形用户界面模块,实现软件界面生成管理、界面元素布局管理、界面消息相响应、界面语言切换及模型视图交互操作等功能。通过HAJIF实例验证,该模块具有易扩展性和可定制特性,可以很好地推动专用软件的研发进程,并且在跨平台移植方面具有一定优势。",基于Qt的专用有限元软件GUI模块的设计与开发,journal,257a291bc89957ce8fb4970035e19b87,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=JYRJ202001005&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,秦旋-07585354&房子涵-39008611&张赵鑫-43607294,TU741;O221,,装配式建筑-Wix%mmd2BlPzB30VghD9VYLTRWzJ%mmd2FSIj57pbad4V0DQst29WLX%mmd2BcwQOaBfd1zdgfJxUMs;预制构件生产调度-yFY64KqVqqrQUrR%mmd2Ff%mmd2F4%mmd2FXnEIxZ78l7Ab75wAd0LUEnzya59Ug3QawzwsAvnEkFnz4hO9qfmBc3F5Krz%mmd2FqN%mmd2FnGw==;多目标优化-%mmd2B8IhMFzkao2%mmd2ByOdzDXNU%mmd2FDmV5NdXjZnVc%mmd2FBoTEX1SUK0ge%mmd2FpYEkmw506RMPfKMlk;混合共生生物搜索算法-ivwkQe90W7QCsQtrCyTCmGqx6QIAKJ4C53TXrVVeMFsHY%mmd2B%mmd2FOQ56qcpbkhmqVvXZo47le7g1yx%mmd2BOfsSQZj9LFUA==,计算机集成制造系统-pcode=CJFQ&pykm=JSJJ,,,理工A(数学物理力学天地生); 理工C(机电航空交通水利建筑能源),数学; 建筑科学与工程,随着装配式建筑技术的发展以及预制程度的不断提升，预制构件的生产调度对于整个装配式建筑的生产管理起着至关重要的作用。从预制构件生产供应的角度对预制构件生产流程进行分析，同时考虑生产过程中资源的约束，构建了以生产完工时间和惩罚成本为目标的预制构件生产调度数学模型。然后，设计了一种新颖的多目标混合共生生物搜索算法（MOHSOS）对模型进行求解，以合理安排预制构件的生产顺序和资源配置，从而达到降低成本，提高生产效率的目的。最后通过装配式住宅项目一个实例验证了模型及算法的有效性。,考虑资源约束的预制构件多目标生产调度优化,journal,8f4c752e75ed52f8bd3d61189e83a619,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=JSJJ2020011000S&DbName=CAPJLAST&DbCode=CJFQ,2020
10.16660/j.cnki.1674-098X.2020.02.201,李亚兰-44433621,G712;O1-4,,高职数学-cS1dHWnRw7Pw%mmd2FzfW65v6v9lziABi8ZeP1IlUfTBP0HGh8e6awAxIalwInoPwEVEi;创新能力-VAxcFtUNvbFjoCvIT4Pz%mmd2FABi%mmd2F7yJrycB5bP7%mmd2BFWbpUYLJleCbsIEvldRf0JM9WMr;教学指导-AQltbq3PlSBuRVzpYz9AOLw7BFfgq%mmd2FV%mmd2BQV6djbGR8o7zuywATRI0jK96ptDxousA,科技创新导报-pcode=CJFQ&pykm=ZXDB,,,经济与管理; 理工A(数学物理力学天地生); 教育与社会科学综合,数学; 职业教育,"现代社会不断发展进步,人们对职业教育的重视程度明显增强,不同岗位对从业人员的专业能力要求不同,数学作为文化课程基础构成部分,探索个人的岗位发展能力与创新实践能力,显然数学也有一定的积极影响作用。传统教育中的数学课程存在一定的问题,学生的创新思维以及主动性都会受到束缚,所以高职数学教师需要结合学科特质,挖掘其中富含培养学生创新能力的价值性内容,逐步将高职生培养成社会所需优秀人才。",试论高职数学课程对大学生创新能力的培养,journal,835e187c5670589f899f20864abd91ab,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ZXDB202002116&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,李从东-05969127&章志伟-43609016&曹策俊-43570761&张帆顺-38295550,TB472;O221.4;TP18,,复杂产品-6c2H58DSjcncltyR2YrZNxhAGWNBOUDHKpU2GsWFVzpN%mmd2B%mmd2FYGYhJKgrZakpJ0LsH3;设计变更-7sPOW6xRKNbphX8M10IUx3AaG7j52FRuVToveUkqcXVeOBYBevj%mmd2BBa2EYY2oUnEN;传播路径-dGJjKmEEG262jz3mv8JuIz1SXNnVYJL9LMwY6xc7KDgdFDf2ICi3EAEnfGtwo4r7;多重网络-qUkDq%mmd2B1WC4OpGRxdifSpnLwCEVX5rGpfiLR8N%mmd2BJWXISTbap3dBInvcjs%mmd2FnPoVHvr;0-1整数规划模型-7JbiZyX3jyjfgz4MUDGr1otDK4B7TGQMxDljDc%mmd2BVxdWSmJns%mmd2BWeR9apeUWJXYJ20dsB92U7qfB4=;改进遗传算法-AattTycbwctiy3232F8V0zJdWM80BPCV2tKlRqMLIZxQklAACsIZvgDbZkklXNeB2th0JBxuNS0=,计算机集成制造系统-pcode=CJFQ&pykm=JSJJ,,暨南大学管理学院,理工A(数学物理力学天地生); 理工C(机电航空交通水利建筑能源); 电子技术及信息科学,数学; 工业通用技术及设备; 自动化技术,"在防范复杂产品设计变更雪崩式传播时，为了减少变更传播对研发时间和设计成本产生的负面影响，提出一种面向设计变更传播路径的多目标优选方法。首先，引入“功能-行为-结构（FBS）”模型和多重网络理论对设计变更传播路径进行表达。然后，以包括节点全面距离、加权聚集系数、边介数以及传播概率在内的路径变更传播强度（Path Change Propagation Intensity, PCPI）、变更任务执行时间和变更成本最小化为优化目标，建立多目标0-1整数规划模型。接着，采用改进遗传算法（Improved Genetic Algorithm, IGA）求解所建立的模型。最后，通过家用分体式空调主机的设计变更来验证所提出方法的可行性和有效性。结果表明：（1）路径变更传播强度、变更任务执行时间和变更成本明显影响复杂产品设计变更传播路径的优选方案；（2）将三者同时纳入到设计变更传播路径的优选活动中有助于限制变更传播影响、加快产品上市时间以及降低产品成本。",复杂产品设计变更传播路径的多目标优选,journal,d8eb724980925ab88957b222f14e0ac9,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=JSJJ2020011000A&DbName=CAPJLAST&DbCode=CJFQ,2020
,周广成-43596323,O13-4;G642,,问题驱动-kEyNgy3fQo1xtO9RqQErxPp%mmd2F1iSpLE9aWGNUx%mmd2FSfmft6ou8yhfUdBGleRPKlsepJ;高等数学-U2ClVx%mmd2F0F5hYuKVfkqXbsh0YJQ6ZWI0AO0d7%mmd2Fu9HA%mmd2F9FYJmt2%mmd2Fo2egteGfdZW6HH;教学研究-BuBW5EGOYPzjQ3BiZwgjUPN3Xss4UoF8PxulbJP%mmd2FM5vry8RvAEG1E5T7d1TYu3hH,中外企业家-pcode=CJFQ&pykm=ZWQY,,,经济与管理; 理工A(数学物理力学天地生); 教育与社会科学综合,数学; 高等教育,"随着社会的不断进步,当前市场对于人才的要求也越来越严格。传统的教学方式已经不再能够培养出符合现代标准的人才,这就使得高校不得不转变传统的教学模式,继续努力探索新的教学方法,从而培养出更多的能够在未来激烈竞争当中站稳脚跟的人才。而高等数学作为高等教育的开端,则更是教育改革的重点项目。如何在高等数学的教育当中构建出数学教育的目标以及如何激发出学生的问题意识已经成为了当前高等数学教育的热点话题。本文就从实际出发探讨了当前高校高等数学的现状和教学目的,问题驱动模式的教学方法以及问题驱动模式在高等数学教学当中的应用。",基于问题驱动的高等数学教学研究,journal,ba698586221458d8b3fb72c1a16f64c6,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ZWQY202002159&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Wei LIU-43594318&Ying Qiu LI-38254792,O212.1,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,"College of Mathematics and Statistics, Hu'nan University of Finance and Economics;School of Mathematics and Statistics, Changsha University of Science and Technology",理工A(数学物理力学天地生),数学,"In this article, we introduce a robust sparse test statistic which is based on the maximum type statistic. Both the limiting null distribution of the test statistic and the power of the test are analysed. It is shown that the test is particularly powerful against sparse alternatives. Numerical studies are carried out to examine the numerical performance of the test and to compare it with other tests available in the literature. The numerical results show that the test proposed significantly outperforms those tests in a range of settings, especially for sparse alternatives.",Sign-based Test for Mean Vector in High-dimensional and Sparse Settings,journal,fa2f7fdfdf5551bd82cd864fd0c3814e,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001008&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Rui Jun XIE-43592827&Rong YUAN-29001019&Zhi Hui YANG-43592828,O175,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,"School of Statistics and Applied Mathematics, Anhui University of Finance and Economics;School of Mathematical Sciences, Beijing Normal University",理工A(数学物理力学天地生),数学,"This paper is concerned with the travelling wavefronts of a nonlocal dispersal cooperation model with harvesting and state-dependent delay, which is assumed to be an increasing function of the population density with lower and upper bound. Especially, state-dependent delay is introduced into a nonlocal reaction-diffusion model. The conditions of Schauder’s fixed point theorem are proved by constructing a reasonable set of functions Γ（see Section 2） and a pair of upper-lower solutions, so the existence of traveling wavefronts is established. The present study is continuation of a previous work that highlights the Laplacian diffusion.",Wavefronts of a Nonlocal State-dependent Time Delay Model,journal,df8011b04ec852e786f8e4e3b961676d,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001007&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,刘宝兴-40194179,G642.4;O1-4,,大学数学-hn99hO0yoUca5eqTqEwuFUZEF%mmd2F4KSSIBdtIsgTTvl4GM5ni%mmd2BJUyVg%mmd2F5dMbsA5QSo;数学建模意识-fywyCRLyfatenNY%mmd2BhuXVooXhtbpvHXtB1crIAMnoJ%mmd2FZS1pYF%mmd2FjbeQwOCAi4VBEH30uQipGCUr1A=;教学培养-fVNHJ85WxTcKYDm0CFvogIXKOTzWtcYVOGkhyVq6I3bbhPmMCAndohedFkBeonie,中国多媒体与网络教学学报(中旬刊)-pcode=CJFQ&pykm=DMWJ,,,教育与社会科学综合; 理工A(数学物理力学天地生),数学; 高等教育,"数学建模是目前很多高校数学教师用来解决数学教学难题的重要教学方式,教师在数学教学的过程中运用数学建模意识和方法可以提升大学生的综合素质,从而提高大学生应用数学知识的能力。本文主要简析大学数学教学过程中运用数学建模意识与方法的具体措施。",大学数学教学过程中数学建模意识与方法的培养简析,journal,58dfaea56375528b9e18a60cd82cbfdb,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=DMWJ202001097&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Yan Jie TANG-43592826&Jian Dong YIN-29382517,O19;O415.5,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,,理工A(数学物理力学天地生),数学; 物理学,"The purpose of this paper is to show that for one-sided symbolic systems, there exists an uncountable distributionally scrambled set contained in the set of proper positive upper Banach density recurrent points.",Distributional Chaos Occurring on the Set of Proper Positive Upper Banach Density Recurrent Points of One-sided Symbolic Systems,journal,0599088a2a0b54d2bc38082f2930db8b,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001006&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,乔素亚-43792365,G712;O21-4,,问题解决能力-PasjbzHtEVuDd3qEVeStACYNEBvDM0M9QEHKM%mmd2FerBxt%mmd2B5D8NpFAaBnHu3%mmd2BaeAqYX7vqRXo0lg%mmd2Bc=;知识建构-bA768Pj2MuJR%mmd2F4wlqx3n%mmd2B5bNMBOMYNtBsW08gLPoV4yZAmD1csYxGr0EQDXHP8Vz;教学设计-8XmhJei1KHHXRuQniMD%mmd2F5IAufPaATGHKTyVGiQ3V2Q5AOWj%mmd2Fyx%mmd2BiUGtjaXOILaAp;概率与统计-rw2lac8VT9%mmd2BHws4Xpz%mmd2BJNoy%mmd2FhAxbdivg%mmd2FHCM6imGM0lfGunBWULPQelurJRuFDPu,中国职业技术教育-pcode=CJFQ&pykm=ZONE,,,教育与社会科学综合; 理工A(数学物理力学天地生),数学; 职业教育,"培养学生的问题解决能力是数学教学的一个重要目标,然而当下很多数学教师受应试教育影响,将解题技能片面等同于问题解决能力,违背了职业教育课程改革人才培养的理念。以中职""概率与统计""单元为例,强调以问题解决能力导向进行教学设计。在教学过程中,学生需要完成:个人问题与观点的提出、多元化观点的表达与改进、概括升华形成社区知识与理论的过程。为期4周的1个单元的教改尝试,在很大程度上冲击了学生习惯的""刷题式""学习方式,挑战了传统的教师中心观点;学生在学习积极性、问题提出与描述能力、制定问题解决方案等多个方面产生了一定程度的积极变化。",问题解决能力导向的教学设计——以中职“概率与统计”单元教学为例,journal,b6e6a46f726257d1b6a3a53a14398df9,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ZONE202002011&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Peng LIU-32737707&Fei GUO-41628441,O175,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,,理工A(数学物理力学天地生),数学,"A class of second order non-autonomous Hamiltonian systems with asymptotically quadratic conditions is considered in this paper. Using Fountain Theorem, one multiplicity result of periodic solutions is obtained, which improves some previous results.",Multiplicity of Periodic Solutions for Second Order Hamiltonian Systems with Asymptotically Quadratic Conditions,journal,26e4c9b414875e4e9c2e46bfb1c06e57,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001005&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Jia Ao LI-43594312&Katie HORACEK-43594313&Rong LUO-43594314&Zheng Ke MIAO-43594315,O157.5,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,"School of Mathematical Sciences and LPMC, Nankai University;Department of Mathematics, Frostburg State University;Department of Mathematics, West Virginia University;School of Mathematics and Statistics, Jiangsu Normal University",理工A(数学物理力学天地生),数学,"A star k-edge-coloring is a proper k-edge-coloring such that every connected bicolored subgraph is a path of length at most 3. The star chromatic index χ’st（G） of a graph G is the smallest integer k such that G has a star k-edge-coloring. The list star chromatic index ch’st（G） is defined analogously. The star edge coloring problem is known to be NP-complete, and it is even hard to obtain tight upper bound as it is unknown whether the star chromatic index for complete graph is linear or super linear. In this paper, we study, in contrast, the best linear upper bound for sparse graph classes. We show that for every ε > 0 there exists a constant c（ε） such that if mad（G） <8/3-ε, then ■ and the coefficient 3/2 of Δ is the best possible. The proof applies a newly developed coloring extension method by assigning color sets with different sizes.",Upper Bounds on List Star Chromatic Index of Sparse Graphs,journal,b16a25433a9751d899569a6d06028f09,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001001&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,王金城-06531406&齐进-20529066&吴锤结-17288578,O175.2,,最优化-RbgELKhN2aj8JLAg%mmd2Bd1iV7t9lXcMmr1lcWgiYPK0dXiswlTqDv83g1CWM76S%mmd2BzFC;动力系统-%mmd2Bl%mmd2BAWcT1A9p1V2hPmFrXUixhFvaWBpqJDThLMK%mmd2BZUJI0qRkGple94t8vHcPAHfah;三维不可压缩Navier-Stokes方程-NBgj3Irw6Mh%mmd2BJO65lem1N7ax67koKcRKWaJjsqhPWFxbcYNoeTj6pachLZPuoi19qKJWqccMH%mmd2BWx%mmd2BRz5JdADMpWPUxoMrjk0;动力学特性-qt9u64WcEcWnswsm%mmd2BcAJ38EfX7DuRjWlaiMXkSCteWl8lLR3I7HmksKafck%mmd2FaZR7,应用数学和力学-pcode=CJFQ&pykm=YYSX,,大连理工大学航空航天学院;北京应用物理与计算数学研究所,理工A(数学物理力学天地生),数学,"研究了同时满足任意速度边界条件和速度不可压条件的Navier-Stokes方程最优动力系统的建模方法.通过对方柱绕流问题的最优动力系统的建模与分析,发现该最优动力系统的动力学特性为极限环.同时,该最优动力系统仅使用了三个最优基函数就很好地描述了所有主要的流场特征和该问题的动力学特性,故满足任意速度边界条件和速度不可压条件Navier-Stokes方程最优动力系统的建模方法,能够用最少的基函数最大限度地描述复杂流体问题及其动力学特性.",不可压缩Navier-Stokes方程最优动力系统建模和分析,journal,32a63a3efd9a5ec2a464cc01ad643fe3,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=YYSX202001001&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Fu Chang GAO-43594316&Ming Jun LAI-43594317,O175,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,"Department of Mathematics, University of Idaho;Department of Mathematics, University of Georgia",理工A(数学物理力学天地生),数学,"We study the regularity of the solution of Dirichlet problem of Poisson equations over a bounded domain. A new sufficient condition, uniformly positive reach is introduced. Under the assumption that the closure of the underlying domain of interest has a uniformly positive reach, the H2 regularity of the solution of the Poisson equation is established. In particular, this includes all star-shaped domains whose closures are of positive reach, regardless if they are Lipschitz domains or non-Lipschitz domains. Application to the strong solution to the second order elliptic PDE in non-divergence form and the regularity of Helmholtz equations will be presented to demonstrate the usefulness of the new regularity condition.",A New H,journal,486af7e68c735f3a846df2a57a801ed1,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001003&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,郑素佩-28034307&王令-43676276&王苗苗-29112107,O241.82,,移动网格法-3FVfR46v2z%mmd2BM25%mmd2BuF3mgGG3ZNnZudBN0i0UI4l9%mmd2B7%mmd2Fn%mmd2BmHTkQawnLZuQJf61ktkS;旋转不变性-Ws7zbmOr0iPKrWZc85bC9pxOBkznQA5a%mmd2B%mmd2BtCJl5GRunmtcHnyt6CM%mmd2BBYp1TxyJz%mmd2B;熵稳定格式-DtcC6M3qbKt1r%mmd2BUHXH7xxQA8xWuxm0e2J8aZxPECYVgE87uLKUIrGuRSWRrnMeX7;Runge-Kutta法-yYT8GiSjBsubYyjg51HATX7kGoyQVPM7BCXs4uFs2Uw%mmd2F7b2N6WDku6Aejyhyi4Je;有限体积法-XzPU9AzpIWHglUV4X9Po8IpAOJORklYmKBEoR8vqbnBWSlezyoaqgt%mmd2FlGZQP%mmd2FbIM,应用数学和力学-pcode=CJFQ&pykm=YYSX,,,理工A(数学物理力学天地生),数学,"为提高求解二维浅水波方程数值算法的分辨率,拟构造求解该方程的新算法:基于移动网格法,选用熵稳定数值通量函数,利用旋转不变性得到混合数值通量.该算法中,浅水波方程的数值求解和依据解的特性进行自适应疏密分布的网格计算过程交错进行.利用变分原理进行网格重构,新网格上的物理量采用二阶精度的守恒型插值公式计算,最终采用三阶强稳定Runge-Kutta法与满足热力学第二定律的熵稳定格式实现浅水波方程的数值求解.数值结果表明,新算法具有良好的间断捕捉能力,分辨率高.",求解二维浅水波方程的移动网格旋转通量法,journal,e7fd470096245dca879cd59ca44a3540,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=YYSX202001004&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,陈利国-08011502;34428140&杨联贵-08013914,O175.29;P183.31,,Boussinesq方程-MPBL8SzXPor1o4t5neMvc7HjjonhJfASw4FU%mmd2FHPJOAonZ9A2gIzh%mmd2FWWb9GuCGGMvarfmag5cBh4=;非线性Rossby波-DvZkbKLhW7vDrTM%mmd2FJ9KQzz7mgabkpkFVfTZXCITwf2j3SD8uOAd0f32nIuHQQg9zc9IS7p0ngKs=;Jacobi椭圆函数-unFG%mmd2F0cIKflXUDMgwyF8gooTqb%mmd2B3Vu7MRki%mmd2FjTNkogupHmjMD5GKCVe6WfqV5oKW%mmd2FXFk1B%mmd2FWTK8=;外源-wfIjeDvHtYsV9%mmd2BIBfrZrLP8O84j8IUayp7jYiGTYMvtGFGGwzJPChw==;耗散-TuXyWE5xWP9Oc4G06fKnCVFEfKwcb6Rmac2JLBc0WzCQkSyEOMDFOQ==,应用数学和力学-pcode=CJFQ&pykm=YYSX,,内蒙古大学数学科学学院;内蒙古财经大学统计与数学学院,理工A(数学物理力学天地生),数学; 天文学,"在推广的β平面近似下,从包含耗散和外源的准地转位涡方程出发,利用Gardner-Morikawa变换和弱非线性摄动展开法,推导出带有外源和耗散强迫的非线性Boussinesq方程去刻画非线性Rossby波振幅的演变和发展.利用修正的Jacobi椭圆函数展开法,得到Boussinesq方程的周期波解和孤立波解,从解的结构分析了推广的β效应、切变基本流、外源和耗散是影响非线性Rossby波的重要因素.",推广的β平面近似下带有外源和耗散强迫的非线性Boussinesq方程及其孤立波解,journal,30361149299051f0b383e5affea80b3e,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=YYSX202001008&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,Lei YU-35664744&Xin Min HOU-28904480,O157.5,,,Acta Mathematica Sinica-pcode=CJFQ&pykm=ACMS,,,理工A(数学物理力学天地生),数学,"Given integer k and a k-graph F,let tk-1（n,F） be the minimum integer t such that every k-graph H on n vertices with codegree at least t contains an F-factor.For integers k> 3 and 0≤l≤k-1,let yk,lbe a k-graph with two edges that shares exactly l vertices.Han and Zhao（J.Combin.Theory Ser.A,（2015）） asked the following question:For all k≥3,0≤l≤k-1 and sufficiently large n divisible by 2 k-l,determine the exact value of tk-1(n,yk,l).In this paper,we show that tk-1(n,yk,l)=n/（2 k-l） for k> 3 and 1≤l≤k-2,combining with two previously known results of R?dl,Rucinski and Szemeredi（J.Combin.Theory Ser.A,（2009）） and Gao,Han and Zhao（Combinatorics,Probability and Computing,（2019））,the question of Han and Zhao is solved completely.",Codegree Threshold for Tiling k-graphs with Two Edges Sharing Exactly l Vertices,journal,c5262345399e57c8b75f507f44046230,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=ACMS202001002&DbName=CJFDLAST2020&DbCode=CJFQ,2020
,李英-10510758,O241.6,,Sylvester矩阵方程-o3e%mmd2F%mmd2Bw3ksyY%mmd2FcCKW365A%mmd2FOTyVqr34uM65dMdsW8OUXOlxPv0gWxTNuCEa2LAan9e47PQ4WA9nzs=;复对称矩阵方程-m%mmd2FeQww7%mmd2BOHsMata8eAtuwCcIpFDi89FayWjoUhOBjcHKSG3CaG0lxljyyz%mmd2Byt5c%mmd2FnsGadHN2dBE=;分裂迭代算法-mACt4z9VOxfUHdm%mmd2BoTA6pEY5Nf3OVqrlGMu5%mmd2Bxf97oIkNGWopRfSMdN6Edv5dcwAaVn4CTWcb9A=;收敛性-U%mmd2BZH%mmd2FQ32Cmqh2RbG3wCP%mmd2FLflGzCLHojZEZOoCfl0lWkYX57gJ0selS7Lh66Q4LTK,应用数学和力学-pcode=CJFQ&pykm=YYSX,,,理工A(数学物理力学天地生),数学,"有效求解连续的Sylvester矩阵方程对于科学和工程计算有着重要的应用价值,因此该文提出了一种可行的分裂迭代算法.该算法的核心思想是外迭代将连续Sylvester矩阵方程的系数矩阵分裂为对称矩阵和反对称矩阵,内迭代求解复对称矩阵方程.相较于传统的分裂算法,该文所提出的分裂迭代算法有效地避免了最优迭代参数的选取,并利用了复对称方程组高效求解的特点,进而提高了算法的易实现性、易操作性.此外,从理论层面进一步证明了该分裂迭代算法的收敛性.最后,通过数值算例表明分裂迭代算法具有良好的收敛性和鲁棒性,同时也证实了分裂迭代算法的收敛性很大程度依赖于内迭代格式的选取.",连续Sylvester矩阵方程求解的分裂迭代算法,journal,e2dadd0c34f15f18932b3bdfbd0d1d26,https://kns.cnki.net/KCMS/detail/detail.aspx?FileName=YYSX202001010&DbName=CJFDLAST2020&DbCode=CJFQ,2020
